member,dois,has_funder_name,has_funder_fundref,has_funder_asserted_publisher,has_funder_asserted_crossref,pc_has_funder_name,pc_has_funder_fundref,pc_has_funder_asserted_publisher,pc_has_funder_asserted_crossref
16166,25,0,0,0,0,0.0,0.0,0.0,0.0
16284,25,0,0,0,0,0.0,0.0,0.0,0.0
10472,25,0,0,0,0,0.0,0.0,0.0,0.0
30791,25,0,0,0,0,0.0,0.0,0.0,0.0
21645,25,0,0,0,0,0.0,0.0,0.0,0.0
26457,25,0,0,0,0,0.0,0.0,0.0,0.0
26503,25,0,0,0,0,0.0,0.0,0.0,0.0
29022,25,0,0,0,0,0.0,0.0,0.0,0.0
25112,25,0,0,0,0,0.0,0.0,0.0,0.0
23103,25,0,0,0,0,0.0,0.0,0.0,0.0
8602,25,0,0,0,0,0.0,0.0,0.0,0.0
10342,25,0,0,0,0,0.0,0.0,0.0,0.0
3077,25,17,17,17,0,68.0,68.0,68.0,0.0
23364,24,0,0,0,0,0.0,0.0,0.0,0.0
24802,24,0,0,0,0,0.0,0.0,0.0,0.0
31581,24,0,0,0,0,0.0,0.0,0.0,0.0
22075,24,0,0,0,0,0.0,0.0,0.0,0.0
5765,24,9,7,7,0,37.5,29.2,29.2,0.0
8798,24,0,0,0,0,0.0,0.0,0.0,0.0
17383,24,0,0,0,0,0.0,0.0,0.0,0.0
16110,24,0,0,0,0,0.0,0.0,0.0,0.0
23113,24,0,0,0,0,0.0,0.0,0.0,0.0
32140,24,0,0,0,0,0.0,0.0,0.0,0.0
24680,24,0,0,0,0,0.0,0.0,0.0,0.0
19116,24,0,0,0,0,0.0,0.0,0.0,0.0
31274,24,0,0,0,0,0.0,0.0,0.0,0.0
24445,24,0,0,0,0,0.0,0.0,0.0,0.0
29183,24,0,0,0,0,0.0,0.0,0.0,0.0
9425,24,0,0,0,0,0.0,0.0,0.0,0.0
1396,24,0,0,0,0,0.0,0.0,0.0,0.0
29841,24,0,0,0,0,0.0,0.0,0.0,0.0
27950,24,0,0,0,0,0.0,0.0,0.0,0.0
11421,24,0,0,0,0,0.0,0.0,0.0,0.0
26370,24,0,0,0,0,0.0,0.0,0.0,0.0
11484,24,0,0,0,0,0.0,0.0,0.0,0.0
10809,24,0,0,0,0,0.0,0.0,0.0,0.0
18057,24,0,0,0,0,0.0,0.0,0.0,0.0
33301,24,0,0,0,0,0.0,0.0,0.0,0.0
30073,24,7,5,5,0,29.2,20.8,20.8,0.0
25401,24,0,0,0,0,0.0,0.0,0.0,0.0
25455,24,0,0,0,0,0.0,0.0,0.0,0.0
18277,24,0,0,0,0,0.0,0.0,0.0,0.0
927,24,0,0,0,0,0.0,0.0,0.0,0.0
33473,24,0,0,0,0,0.0,0.0,0.0,0.0
20191,24,0,0,0,0,0.0,0.0,0.0,0.0
11691,24,0,0,0,0,0.0,0.0,0.0,0.0
4930,24,0,0,0,0,0.0,0.0,0.0,0.0
26151,24,0,0,0,0,0.0,0.0,0.0,0.0
25380,24,0,0,0,0,0.0,0.0,0.0,0.0
11817,24,14,13,12,1,58.3,54.2,50.0,4.2
10441,24,0,0,0,0,0.0,0.0,0.0,0.0
27900,24,0,0,0,0,0.0,0.0,0.0,0.0
10382,24,0,0,0,0,0.0,0.0,0.0,0.0
31858,24,0,0,0,0,0.0,0.0,0.0,0.0
28690,24,0,0,0,0,0.0,0.0,0.0,0.0
20341,24,0,0,0,0,0.0,0.0,0.0,0.0
24688,24,0,0,0,0,0.0,0.0,0.0,0.0
31113,24,0,0,0,0,0.0,0.0,0.0,0.0
9859,24,0,0,0,0,0.0,0.0,0.0,0.0
23194,24,0,0,0,0,0.0,0.0,0.0,0.0
28376,24,0,0,0,0,0.0,0.0,0.0,0.0
28433,24,0,0,0,0,0.0,0.0,0.0,0.0
29281,24,0,0,0,0,0.0,0.0,0.0,0.0
9363,24,0,0,0,0,0.0,0.0,0.0,0.0
20222,24,0,0,0,0,0.0,0.0,0.0,0.0
7113,24,0,0,0,0,0.0,0.0,0.0,0.0
25423,24,0,0,0,0,0.0,0.0,0.0,0.0
5824,24,0,0,0,0,0.0,0.0,0.0,0.0
28937,24,0,0,0,0,0.0,0.0,0.0,0.0
29478,24,0,0,0,0,0.0,0.0,0.0,0.0
29432,24,0,0,0,0,0.0,0.0,0.0,0.0
34089,24,0,0,0,0,0.0,0.0,0.0,0.0
29190,24,0,0,0,0,0.0,0.0,0.0,0.0
7125,24,0,0,0,0,0.0,0.0,0.0,0.0
23795,24,0,0,0,0,0.0,0.0,0.0,0.0
10596,24,0,0,0,0,0.0,0.0,0.0,0.0
32692,24,0,0,0,0,0.0,0.0,0.0,0.0
20346,24,0,0,0,0,0.0,0.0,0.0,0.0
26347,24,0,0,0,0,0.0,0.0,0.0,0.0
28846,24,0,0,0,0,0.0,0.0,0.0,0.0
11187,24,0,0,0,0,0.0,0.0,0.0,0.0
21407,24,0,0,0,0,0.0,0.0,0.0,0.0
21660,24,0,0,0,0,0.0,0.0,0.0,0.0
10277,24,1,1,1,0,4.2,4.2,4.2,0.0
29317,24,0,0,0,0,0.0,0.0,0.0,0.0
23032,24,0,0,0,0,0.0,0.0,0.0,0.0
30904,24,0,0,0,0,0.0,0.0,0.0,0.0
21876,24,0,0,0,0,0.0,0.0,0.0,0.0
24536,24,0,0,0,0,0.0,0.0,0.0,0.0
25316,24,0,0,0,0,0.0,0.0,0.0,0.0
16192,24,0,0,0,0,0.0,0.0,0.0,0.0
34060,24,0,0,0,0,0.0,0.0,0.0,0.0
8131,24,0,0,0,0,0.0,0.0,0.0,0.0
31810,24,0,0,0,0,0.0,0.0,0.0,0.0
32398,24,0,0,0,0,0.0,0.0,0.0,0.0
31621,24,0,0,0,0,0.0,0.0,0.0,0.0
26809,24,0,0,0,0,0.0,0.0,0.0,0.0
29153,24,0,0,0,0,0.0,0.0,0.0,0.0
29835,24,0,0,0,0,0.0,0.0,0.0,0.0
15988,24,0,0,0,0,0.0,0.0,0.0,0.0
17038,24,0,0,0,0,0.0,0.0,0.0,0.0
25568,24,0,0,0,0,0.0,0.0,0.0,0.0
31822,24,0,0,0,0,0.0,0.0,0.0,0.0
27978,24,0,0,0,0,0.0,0.0,0.0,0.0
25106,24,0,0,0,0,0.0,0.0,0.0,0.0
26721,24,0,0,0,0,0.0,0.0,0.0,0.0
29032,24,0,0,0,0,0.0,0.0,0.0,0.0
32406,24,0,0,0,0,0.0,0.0,0.0,0.0
33331,24,0,0,0,0,0.0,0.0,0.0,0.0
9125,24,0,0,0,0,0.0,0.0,0.0,0.0
26291,24,0,0,0,0,0.0,0.0,0.0,0.0
10800,24,0,0,0,0,0.0,0.0,0.0,0.0
16142,24,0,0,0,0,0.0,0.0,0.0,0.0
20141,24,0,0,0,0,0.0,0.0,0.0,0.0
8024,24,0,0,0,0,0.0,0.0,0.0,0.0
29816,24,0,0,0,0,0.0,0.0,0.0,0.0
5905,24,0,0,0,0,0.0,0.0,0.0,0.0
26336,24,0,0,0,0,0.0,0.0,0.0,0.0
30833,24,0,0,0,0,0.0,0.0,0.0,0.0
23886,24,0,0,0,0,0.0,0.0,0.0,0.0
27212,24,0,0,0,0,0.0,0.0,0.0,0.0
28620,24,0,0,0,0,0.0,0.0,0.0,0.0
27395,24,1,1,1,0,4.2,4.2,4.2,0.0
10961,24,0,0,0,0,0.0,0.0,0.0,0.0
21241,24,0,0,0,0,0.0,0.0,0.0,0.0
5996,24,0,0,0,0,0.0,0.0,0.0,0.0
28120,24,0,0,0,0,0.0,0.0,0.0,0.0
23783,24,0,0,0,0,0.0,0.0,0.0,0.0
26171,24,0,0,0,0,0.0,0.0,0.0,0.0
27958,24,0,0,0,0,0.0,0.0,0.0,0.0
27678,24,0,0,0,0,0.0,0.0,0.0,0.0
27745,24,0,0,0,0,0.0,0.0,0.0,0.0
22901,24,0,0,0,0,0.0,0.0,0.0,0.0
21890,24,0,0,0,0,0.0,0.0,0.0,0.0
25712,24,0,0,0,0,0.0,0.0,0.0,0.0
21649,24,0,0,0,0,0.0,0.0,0.0,0.0
31224,24,0,0,0,0,0.0,0.0,0.0,0.0
26882,24,0,0,0,0,0.0,0.0,0.0,0.0
27727,24,0,0,0,0,0.0,0.0,0.0,0.0
28350,24,0,0,0,0,0.0,0.0,0.0,0.0
22617,24,1,1,1,0,4.2,4.2,4.2,0.0
16581,24,0,0,0,0,0.0,0.0,0.0,0.0
29915,24,0,0,0,0,0.0,0.0,0.0,0.0
23013,24,0,0,0,0,0.0,0.0,0.0,0.0
29085,24,0,0,0,0,0.0,0.0,0.0,0.0
16131,24,0,0,0,0,0.0,0.0,0.0,0.0
15969,24,0,0,0,0,0.0,0.0,0.0,0.0
29088,24,0,0,0,0,0.0,0.0,0.0,0.0
23172,24,0,0,0,0,0.0,0.0,0.0,0.0
24958,24,0,0,0,0,0.0,0.0,0.0,0.0
32147,24,0,0,0,0,0.0,0.0,0.0,0.0
17364,24,0,0,0,0,0.0,0.0,0.0,0.0
10679,24,0,0,0,0,0.0,0.0,0.0,0.0
21478,24,0,0,0,0,0.0,0.0,0.0,0.0
23532,24,0,0,0,0,0.0,0.0,0.0,0.0
26530,24,0,0,0,0,0.0,0.0,0.0,0.0
3905,24,0,0,0,0,0.0,0.0,0.0,0.0
5245,24,2,2,2,0,8.3,8.3,8.3,0.0
28353,24,0,0,0,0,0.0,0.0,0.0,0.0
3953,24,0,0,0,0,0.0,0.0,0.0,0.0
32572,24,0,0,0,0,0.0,0.0,0.0,0.0
5751,24,0,0,0,0,0.0,0.0,0.0,0.0
33358,24,0,0,0,0,0.0,0.0,0.0,0.0
4215,24,0,0,0,0,0.0,0.0,0.0,0.0
16012,24,0,0,0,0,0.0,0.0,0.0,0.0
5544,24,0,0,0,0,0.0,0.0,0.0,0.0
33034,24,0,0,0,0,0.0,0.0,0.0,0.0
32597,24,0,0,0,0,0.0,0.0,0.0,0.0
28962,24,0,0,0,0,0.0,0.0,0.0,0.0
23867,24,0,0,0,0,0.0,0.0,0.0,0.0
8543,24,0,0,0,0,0.0,0.0,0.0,0.0
22310,24,0,0,0,0,0.0,0.0,0.0,0.0
11945,24,0,0,0,0,0.0,0.0,0.0,0.0
7789,24,0,0,0,0,0.0,0.0,0.0,0.0
19209,24,0,0,0,0,0.0,0.0,0.0,0.0
24733,24,0,0,0,0,0.0,0.0,0.0,0.0
26599,24,0,0,0,0,0.0,0.0,0.0,0.0
9040,24,0,0,0,0,0.0,0.0,0.0,0.0
3696,23,0,0,0,0,0.0,0.0,0.0,0.0
32187,23,0,0,0,0,0.0,0.0,0.0,0.0
16260,23,0,0,0,0,0.0,0.0,0.0,0.0
7152,23,0,0,0,0,0.0,0.0,0.0,0.0
7434,23,0,0,0,0,0.0,0.0,0.0,0.0
21662,23,0,0,0,0,0.0,0.0,0.0,0.0
5209,23,0,0,0,0,0.0,0.0,0.0,0.0
11071,23,0,0,0,0,0.0,0.0,0.0,0.0
26345,23,0,0,0,0,0.0,0.0,0.0,0.0
27668,23,0,0,0,0,0.0,0.0,0.0,0.0
21304,23,0,0,0,0,0.0,0.0,0.0,0.0
20212,23,1,0,0,0,4.3,0.0,0.0,0.0
6071,23,0,0,0,0,0.0,0.0,0.0,0.0
6643,23,0,0,0,0,0.0,0.0,0.0,0.0
26372,23,0,0,0,0,0.0,0.0,0.0,0.0
27012,23,0,0,0,0,0.0,0.0,0.0,0.0
26539,23,0,0,0,0,0.0,0.0,0.0,0.0
10388,23,0,0,0,0,0.0,0.0,0.0,0.0
7852,23,0,0,0,0,0.0,0.0,0.0,0.0
12364,23,0,0,0,0,0.0,0.0,0.0,0.0
8170,23,0,0,0,0,0.0,0.0,0.0,0.0
8478,23,0,0,0,0,0.0,0.0,0.0,0.0
23346,23,0,0,0,0,0.0,0.0,0.0,0.0
22290,23,0,0,0,0,0.0,0.0,0.0,0.0
9441,23,0,0,0,0,0.0,0.0,0.0,0.0
18468,23,0,0,0,0,0.0,0.0,0.0,0.0
8486,23,0,0,0,0,0.0,0.0,0.0,0.0
12287,23,0,0,0,0,0.0,0.0,0.0,0.0
4633,23,0,0,0,0,0.0,0.0,0.0,0.0
4071,23,0,0,0,0,0.0,0.0,0.0,0.0
27734,23,0,0,0,0,0.0,0.0,0.0,0.0
6058,23,0,0,0,0,0.0,0.0,0.0,0.0
32062,23,0,0,0,0,0.0,0.0,0.0,0.0
27162,23,0,0,0,0,0.0,0.0,0.0,0.0
26761,23,0,0,0,0,0.0,0.0,0.0,0.0
22639,23,0,0,0,0,0.0,0.0,0.0,0.0
29767,23,0,0,0,0,0.0,0.0,0.0,0.0
29184,23,0,0,0,0,0.0,0.0,0.0,0.0
28943,23,0,0,0,0,0.0,0.0,0.0,0.0
20856,23,0,0,0,0,0.0,0.0,0.0,0.0
26808,23,0,0,0,0,0.0,0.0,0.0,0.0
20011,23,0,0,0,0,0.0,0.0,0.0,0.0
7786,23,1,0,0,0,4.3,0.0,0.0,0.0
18948,23,0,0,0,0,0.0,0.0,0.0,0.0
27438,23,0,0,0,0,0.0,0.0,0.0,0.0
335,23,0,0,0,0,0.0,0.0,0.0,0.0
3177,23,0,0,0,0,0.0,0.0,0.0,0.0
25197,23,0,0,0,0,0.0,0.0,0.0,0.0
19980,23,0,0,0,0,0.0,0.0,0.0,0.0
27213,23,0,0,0,0,0.0,0.0,0.0,0.0
1697,23,0,0,0,0,0.0,0.0,0.0,0.0
404,23,0,0,0,0,0.0,0.0,0.0,0.0
11370,23,7,7,7,0,30.4,30.4,30.4,0.0
23244,23,0,0,0,0,0.0,0.0,0.0,0.0
2353,23,0,0,0,0,0.0,0.0,0.0,0.0
28275,23,0,0,0,0,0.0,0.0,0.0,0.0
28757,23,0,0,0,0,0.0,0.0,0.0,0.0
6729,23,1,1,1,0,4.3,4.3,4.3,0.0
32053,23,0,0,0,0,0.0,0.0,0.0,0.0
32486,23,0,0,0,0,0.0,0.0,0.0,0.0
7324,23,0,0,0,0,0.0,0.0,0.0,0.0
31983,23,0,0,0,0,0.0,0.0,0.0,0.0
29245,23,0,0,0,0,0.0,0.0,0.0,0.0
25577,23,0,0,0,0,0.0,0.0,0.0,0.0
28423,23,0,0,0,0,0.0,0.0,0.0,0.0
26794,23,0,0,0,0,0.0,0.0,0.0,0.0
28212,23,0,0,0,0,0.0,0.0,0.0,0.0
11643,23,0,0,0,0,0.0,0.0,0.0,0.0
8049,23,0,0,0,0,0.0,0.0,0.0,0.0
33786,23,0,0,0,0,0.0,0.0,0.0,0.0
8443,23,0,0,0,0,0.0,0.0,0.0,0.0
9256,23,0,0,0,0,0.0,0.0,0.0,0.0
12312,23,0,0,0,0,0.0,0.0,0.0,0.0
29165,23,0,0,0,0,0.0,0.0,0.0,0.0
33151,23,0,0,0,0,0.0,0.0,0.0,0.0
20299,23,0,0,0,0,0.0,0.0,0.0,0.0
30292,23,0,0,0,0,0.0,0.0,0.0,0.0
8944,23,0,0,0,0,0.0,0.0,0.0,0.0
25266,23,0,0,0,0,0.0,0.0,0.0,0.0
25728,23,0,0,0,0,0.0,0.0,0.0,0.0
28515,23,0,0,0,0,0.0,0.0,0.0,0.0
28532,23,0,0,0,0,0.0,0.0,0.0,0.0
28542,23,0,0,0,0,0.0,0.0,0.0,0.0
6781,23,0,0,0,0,0.0,0.0,0.0,0.0
31731,23,0,0,0,0,0.0,0.0,0.0,0.0
3012,23,0,0,0,0,0.0,0.0,0.0,0.0
16367,23,0,0,0,0,0.0,0.0,0.0,0.0
25207,23,0,0,0,0,0.0,0.0,0.0,0.0
25939,23,0,0,0,0,0.0,0.0,0.0,0.0
29033,23,0,0,0,0,0.0,0.0,0.0,0.0
19012,23,0,0,0,0,0.0,0.0,0.0,0.0
2634,23,0,0,0,0,0.0,0.0,0.0,0.0
33433,23,0,0,0,0,0.0,0.0,0.0,0.0
31399,23,0,0,0,0,0.0,0.0,0.0,0.0
26750,23,0,0,0,0,0.0,0.0,0.0,0.0
25657,23,0,0,0,0,0.0,0.0,0.0,0.0
19994,23,0,0,0,0,0.0,0.0,0.0,0.0
6988,23,0,0,0,0,0.0,0.0,0.0,0.0
20942,23,1,1,1,0,4.3,4.3,4.3,0.0
32108,23,0,0,0,0,0.0,0.0,0.0,0.0
26287,23,0,0,0,0,0.0,0.0,0.0,0.0
31281,23,0,0,0,0,0.0,0.0,0.0,0.0
33180,23,0,0,0,0,0.0,0.0,0.0,0.0
9457,23,0,0,0,0,0.0,0.0,0.0,0.0
16514,23,0,0,0,0,0.0,0.0,0.0,0.0
12048,23,0,0,0,0,0.0,0.0,0.0,0.0
21861,23,1,1,1,0,4.3,4.3,4.3,0.0
12208,23,0,0,0,0,0.0,0.0,0.0,0.0
22319,23,0,0,0,0,0.0,0.0,0.0,0.0
10675,23,0,0,0,0,0.0,0.0,0.0,0.0
23100,23,0,0,0,0,0.0,0.0,0.0,0.0
11683,23,0,0,0,0,0.0,0.0,0.0,0.0
27281,23,0,0,0,0,0.0,0.0,0.0,0.0
28700,23,0,0,0,0,0.0,0.0,0.0,0.0
6712,23,0,0,0,0,0.0,0.0,0.0,0.0
30342,23,0,0,0,0,0.0,0.0,0.0,0.0
1607,23,0,0,0,0,0.0,0.0,0.0,0.0
31736,23,0,0,0,0,0.0,0.0,0.0,0.0
10661,23,0,0,0,0,0.0,0.0,0.0,0.0
11433,23,0,0,0,0,0.0,0.0,0.0,0.0
25110,23,0,0,0,0,0.0,0.0,0.0,0.0
16123,23,0,0,0,0,0.0,0.0,0.0,0.0
30315,23,0,0,0,0,0.0,0.0,0.0,0.0
10861,23,0,0,0,0,0.0,0.0,0.0,0.0
29082,23,0,0,0,0,0.0,0.0,0.0,0.0
6836,23,0,0,0,0,0.0,0.0,0.0,0.0
3839,23,0,0,0,0,0.0,0.0,0.0,0.0
27813,23,0,0,0,0,0.0,0.0,0.0,0.0
12119,23,0,0,0,0,0.0,0.0,0.0,0.0
14106,23,0,0,0,0,0.0,0.0,0.0,0.0
6719,23,0,0,0,0,0.0,0.0,0.0,0.0
7137,23,0,0,0,0,0.0,0.0,0.0,0.0
32228,23,0,0,0,0,0.0,0.0,0.0,0.0
17065,22,0,0,0,0,0.0,0.0,0.0,0.0
32162,22,0,0,0,0,0.0,0.0,0.0,0.0
19687,22,0,0,0,0,0.0,0.0,0.0,0.0
29916,22,0,0,0,0,0.0,0.0,0.0,0.0
3637,22,0,0,0,0,0.0,0.0,0.0,0.0
9830,22,0,0,0,0,0.0,0.0,0.0,0.0
31037,22,0,0,0,0,0.0,0.0,0.0,0.0
16969,22,0,0,0,0,0.0,0.0,0.0,0.0
1755,22,0,0,0,0,0.0,0.0,0.0,0.0
5976,22,0,0,0,0,0.0,0.0,0.0,0.0
9709,22,0,0,0,0,0.0,0.0,0.0,0.0
19271,22,0,0,0,0,0.0,0.0,0.0,0.0
30187,22,0,0,0,0,0.0,0.0,0.0,0.0
28300,22,0,0,0,0,0.0,0.0,0.0,0.0
33383,22,0,0,0,0,0.0,0.0,0.0,0.0
26330,22,0,0,0,0,0.0,0.0,0.0,0.0
22263,22,0,0,0,0,0.0,0.0,0.0,0.0
33578,22,0,0,0,0,0.0,0.0,0.0,0.0
5475,22,0,0,0,0,0.0,0.0,0.0,0.0
29940,22,0,0,0,0,0.0,0.0,0.0,0.0
22022,22,0,0,0,0,0.0,0.0,0.0,0.0
31093,22,0,0,0,0,0.0,0.0,0.0,0.0
2018,22,0,0,0,0,0.0,0.0,0.0,0.0
33017,22,0,0,0,0,0.0,0.0,0.0,0.0
9973,22,2,2,2,0,9.1,9.1,9.1,0.0
8583,22,0,0,0,0,0.0,0.0,0.0,0.0
4809,22,0,0,0,0,0.0,0.0,0.0,0.0
30417,22,0,0,0,0,0.0,0.0,0.0,0.0
25231,22,0,0,0,0,0.0,0.0,0.0,0.0
11978,22,0,0,0,0,0.0,0.0,0.0,0.0
20825,22,6,6,6,0,27.3,27.3,27.3,0.0
7522,22,0,0,0,0,0.0,0.0,0.0,0.0
22076,22,0,0,0,0,0.0,0.0,0.0,0.0
28454,22,0,0,0,0,0.0,0.0,0.0,0.0
27453,22,0,0,0,0,0.0,0.0,0.0,0.0
28967,22,0,0,0,0,0.0,0.0,0.0,0.0
897,22,0,0,0,0,0.0,0.0,0.0,0.0
19164,22,0,0,0,0,0.0,0.0,0.0,0.0
31308,22,0,0,0,0,0.0,0.0,0.0,0.0
16088,22,0,0,0,0,0.0,0.0,0.0,0.0
32714,22,0,0,0,0,0.0,0.0,0.0,0.0
30871,22,0,0,0,0,0.0,0.0,0.0,0.0
26726,22,0,0,0,0,0.0,0.0,0.0,0.0
8132,22,0,0,0,0,0.0,0.0,0.0,0.0
30035,22,0,0,0,0,0.0,0.0,0.0,0.0
3661,22,0,0,0,0,0.0,0.0,0.0,0.0
29992,22,0,0,0,0,0.0,0.0,0.0,0.0
9201,22,0,0,0,0,0.0,0.0,0.0,0.0
27040,22,0,0,0,0,0.0,0.0,0.0,0.0
32455,22,0,0,0,0,0.0,0.0,0.0,0.0
11213,22,0,0,0,0,0.0,0.0,0.0,0.0
23243,22,0,0,0,0,0.0,0.0,0.0,0.0
7929,22,0,0,0,0,0.0,0.0,0.0,0.0
25550,22,0,0,0,0,0.0,0.0,0.0,0.0
4838,22,0,0,0,0,0.0,0.0,0.0,0.0
8068,22,0,0,0,0,0.0,0.0,0.0,0.0
16064,22,0,0,0,0,0.0,0.0,0.0,0.0
32592,22,0,0,0,0,0.0,0.0,0.0,0.0
33242,22,0,0,0,0,0.0,0.0,0.0,0.0
22476,22,0,0,0,0,0.0,0.0,0.0,0.0
26242,22,0,0,0,0,0.0,0.0,0.0,0.0
26108,22,0,0,0,0,0.0,0.0,0.0,0.0
25188,22,0,0,0,0,0.0,0.0,0.0,0.0
21748,22,0,0,0,0,0.0,0.0,0.0,0.0
25666,22,0,0,0,0,0.0,0.0,0.0,0.0
16847,22,0,0,0,0,0.0,0.0,0.0,0.0
23651,22,0,0,0,0,0.0,0.0,0.0,0.0
29578,22,0,0,0,0,0.0,0.0,0.0,0.0
21842,22,0,0,0,0,0.0,0.0,0.0,0.0
28805,22,0,0,0,0,0.0,0.0,0.0,0.0
22236,22,0,0,0,0,0.0,0.0,0.0,0.0
10727,22,0,0,0,0,0.0,0.0,0.0,0.0
9108,22,0,0,0,0,0.0,0.0,0.0,0.0
10205,22,0,0,0,0,0.0,0.0,0.0,0.0
33909,22,0,0,0,0,0.0,0.0,0.0,0.0
32639,22,0,0,0,0,0.0,0.0,0.0,0.0
23315,22,0,0,0,0,0.0,0.0,0.0,0.0
18305,22,0,0,0,0,0.0,0.0,0.0,0.0
28201,22,0,0,0,0,0.0,0.0,0.0,0.0
26328,22,0,0,0,0,0.0,0.0,0.0,0.0
5412,22,0,0,0,0,0.0,0.0,0.0,0.0
16332,22,0,0,0,0,0.0,0.0,0.0,0.0
17606,22,0,0,0,0,0.0,0.0,0.0,0.0
29453,22,0,0,0,0,0.0,0.0,0.0,0.0
26983,22,0,0,0,0,0.0,0.0,0.0,0.0
24472,22,0,0,0,0,0.0,0.0,0.0,0.0
27671,22,0,0,0,0,0.0,0.0,0.0,0.0
3193,22,0,0,0,0,0.0,0.0,0.0,0.0
26962,22,0,0,0,0,0.0,0.0,0.0,0.0
27858,22,0,0,0,0,0.0,0.0,0.0,0.0
27703,22,0,0,0,0,0.0,0.0,0.0,0.0
34105,22,0,0,0,0,0.0,0.0,0.0,0.0
10113,22,0,0,0,0,0.0,0.0,0.0,0.0
26297,22,0,0,0,0,0.0,0.0,0.0,0.0
22692,22,0,0,0,0,0.0,0.0,0.0,0.0
4864,22,0,0,0,0,0.0,0.0,0.0,0.0
10691,22,5,4,4,0,22.7,18.2,18.2,0.0
23655,22,0,0,0,0,0.0,0.0,0.0,0.0
30139,22,0,0,0,0,0.0,0.0,0.0,0.0
8653,22,0,0,0,0,0.0,0.0,0.0,0.0
28029,22,0,0,0,0,0.0,0.0,0.0,0.0
21100,22,0,0,0,0,0.0,0.0,0.0,0.0
22293,22,0,0,0,0,0.0,0.0,0.0,0.0
7598,22,0,0,0,0,0.0,0.0,0.0,0.0
27669,22,0,0,0,0,0.0,0.0,0.0,0.0
27830,22,0,0,0,0,0.0,0.0,0.0,0.0
7667,22,0,0,0,0,0.0,0.0,0.0,0.0
19512,22,0,0,0,0,0.0,0.0,0.0,0.0
25148,22,0,0,0,0,0.0,0.0,0.0,0.0
9439,22,0,0,0,0,0.0,0.0,0.0,0.0
7955,22,0,0,0,0,0.0,0.0,0.0,0.0
8156,22,0,0,0,0,0.0,0.0,0.0,0.0
32865,22,0,0,0,0,0.0,0.0,0.0,0.0
11703,22,0,0,0,0,0.0,0.0,0.0,0.0
6189,22,0,0,0,0,0.0,0.0,0.0,0.0
10701,22,0,0,0,0,0.0,0.0,0.0,0.0
28717,22,0,0,0,0,0.0,0.0,0.0,0.0
28997,22,0,0,0,0,0.0,0.0,0.0,0.0
30541,22,0,0,0,0,0.0,0.0,0.0,0.0
28509,22,0,0,0,0,0.0,0.0,0.0,0.0
6030,22,0,0,0,0,0.0,0.0,0.0,0.0
19758,22,0,0,0,0,0.0,0.0,0.0,0.0
12339,22,0,0,0,0,0.0,0.0,0.0,0.0
31897,22,0,0,0,0,0.0,0.0,0.0,0.0
7466,22,0,0,0,0,0.0,0.0,0.0,0.0
26509,22,0,0,0,0,0.0,0.0,0.0,0.0
25154,22,0,0,0,0,0.0,0.0,0.0,0.0
27718,22,0,0,0,0,0.0,0.0,0.0,0.0
29924,22,0,0,0,0,0.0,0.0,0.0,0.0
30053,22,0,0,0,0,0.0,0.0,0.0,0.0
20502,22,0,0,0,0,0.0,0.0,0.0,0.0
26009,22,0,0,0,0,0.0,0.0,0.0,0.0
16977,22,0,0,0,0,0.0,0.0,0.0,0.0
17390,22,0,0,0,0,0.0,0.0,0.0,0.0
9172,22,0,0,0,0,0.0,0.0,0.0,0.0
30403,22,0,0,0,0,0.0,0.0,0.0,0.0
26393,22,0,0,0,0,0.0,0.0,0.0,0.0
24782,22,0,0,0,0,0.0,0.0,0.0,0.0
18028,22,0,0,0,0,0.0,0.0,0.0,0.0
28880,22,0,0,0,0,0.0,0.0,0.0,0.0
20806,22,0,0,0,0,0.0,0.0,0.0,0.0
32838,22,0,0,0,0,0.0,0.0,0.0,0.0
25242,22,0,0,0,0,0.0,0.0,0.0,0.0
9999,22,0,0,0,0,0.0,0.0,0.0,0.0
16109,22,0,0,0,0,0.0,0.0,0.0,0.0
11699,22,0,0,0,0,0.0,0.0,0.0,0.0
28467,22,1,1,1,0,4.5,4.5,4.5,0.0
6580,22,0,0,0,0,0.0,0.0,0.0,0.0
20085,22,0,0,0,0,0.0,0.0,0.0,0.0
10852,21,0,0,0,0,0.0,0.0,0.0,0.0
26088,21,0,0,0,0,0.0,0.0,0.0,0.0
6040,21,0,0,0,0,0.0,0.0,0.0,0.0
11557,21,0,0,0,0,0.0,0.0,0.0,0.0
30830,21,0,0,0,0,0.0,0.0,0.0,0.0
28303,21,0,0,0,0,0.0,0.0,0.0,0.0
21741,21,0,0,0,0,0.0,0.0,0.0,0.0
6778,21,0,0,0,0,0.0,0.0,0.0,0.0
6917,21,0,0,0,0,0.0,0.0,0.0,0.0
28571,21,0,0,0,0,0.0,0.0,0.0,0.0
23316,21,0,0,0,0,0.0,0.0,0.0,0.0
21857,21,0,0,0,0,0.0,0.0,0.0,0.0
28289,21,0,0,0,0,0.0,0.0,0.0,0.0
28357,21,0,0,0,0,0.0,0.0,0.0,0.0
11391,21,0,0,0,0,0.0,0.0,0.0,0.0
6076,21,0,0,0,0,0.0,0.0,0.0,0.0
27538,21,0,0,0,0,0.0,0.0,0.0,0.0
11340,21,0,0,0,0,0.0,0.0,0.0,0.0
33294,21,0,0,0,0,0.0,0.0,0.0,0.0
